SYMBOL,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
PYPD,2020-12-31,USD,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-7549000
PYPD,2020-09-30,USD,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-6458000
PYPD,2020-06-30,USD,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-16993000
PYPD,2020-03-31,USD,-4691000,None,None,None,None,244000,469000,None,None,None,5100000,-100000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-5869000
PYPD,2019-12-31,USD,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-3860000
PYPD,2019-09-30,USD,-4691000,None,None,None,None,None,0,None,None,None,5100000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-2108000
PYPD,2019-06-30,USD,-4691000,None,None,None,None,None,0,None,None,None,5100000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,293000
PYPD,2019-03-31,USD,-5439000,None,None,None,None,190000,223000,None,None,None,-223000,6206000,None,None,None,None,None,None,None,None,None,None,6206000,None,None,None,-1230000
PYPD,2017-12-31,USD,-3825000,None,None,None,None,205000,1884000,None,None,None,-6888000,14383000,None,None,None,None,None,None,None,None,None,None,14383000,None,None,None,-54488000
PYPD,2017-09-30,USD,-8487000,None,None,None,None,142000,992000,None,None,None,-1497000,6175000,None,None,None,None,None,None,None,None,None,None,6175000,None,None,None,-14347000
PYPD,2016-12-31,USD,-2241000,None,None,None,None,127000,539000,None,None,None,695000,26344000,None,None,None,None,None,None,None,None,None,None,26344000,None,None,None,-11392000
PYPD,2016-09-30,USD,-7492000,None,None,None,None,90000,211000,None,None,None,-8764000,21291000,None,None,None,None,None,None,None,None,None,None,21291000,None,None,None,-9249000
